formula,main_element,PROPERTY: Trg,Logans_data,Glass forming ability
C22.5Fe65Si12.5,Fe,0,1,1
C25Fe65Si10,Fe,0,1,1
C20Fe66W14,Fe,0,1,1
C20Fe68W12,Fe,0,1,1
C22Fe64W14,Fe,0,1,1
C22Fe66W12,Fe,0,1,1
C22Fe68W10,Fe,0,1,1
C5Fe79W16,Fe,0,1,0
C6Fe82W12,Fe,0,1,0
C6Fe86W8,Fe,0,1,0
C6Fe90W4,Fe,0,1,0
C7Fe79W14,Fe,0,1,0
C10Fe74W16,Fe,0,1,0
C10Fe78W12,Fe,0,1,0
C10Fe82W8,Fe,0,1,0
C10Fe86W4,Fe,0,1,0
C14Fe66W20,Fe,0,1,0
C14Fe70W16,Fe,0,1,0
C14Fe74W12,Fe,0,1,0
C14Fe78W8,Fe,0,1,0
C14Fe82W4,Fe,0,1,0
C16Fe80W4,Fe,0,1,0
C17Fe73W10,Fe,0,1,0
C18Fe62W20,Fe,0,1,0
C18Fe66W16,Fe,0,1,0
C18Fe68W14,Fe,0,1,0
C18Fe70W12,Fe,0,1,0
C18Fe74W8,Fe,0,1,0
C18Fe78W4,Fe,0,1,0
C20Fe64W16,Fe,0,1,0
C20Fe70W10,Fe,0,1,0
C20Fe72W8,Fe,0,1,0
C20Fe76W4,Fe,0,1,0
C22Fe62W16,Fe,0,1,0
C22Fe70W8,Fe,0,1,0
C22Fe74W4,Fe,0,1,0
C10Mo20Ni70,Ni,0,1,1
C12Mo20Ni68,Ni,0,1,1
C12Mo24Ni64,Ni,0,1,1
C14Mo20Ni66,Ni,0,1,1
C14Mo24Ni62,Ni,0,1,1
C16Mo20Ni64,Ni,0,1,1
C16Mo24Ni60,Ni,0,1,1
C10Mo24Ni66,Ni,0,1,0
C12Mo16Ni72,Ni,0,1,0
C12Mo28Ni60,Ni,0,1,0
C14Mo28Ni58,Ni,0,1,0
C16Mo16Ni68,Ni,0,1,0
C18Mo24Ni58,Ni,0,1,0
C18Mo28Ni54,Ni,0,1,0
C8Mo20Ni72,Ni,0,1,0
C8Mo28Ni64,Ni,0,1,0
C10Mo32Ni58,Ni,0,1,0
C12Mo12Ni76,Ni,0,1,0
C18Mo12Ni70,Ni,0,1,0
C18Mo16Ni66,Ni,0,1,0
C18Mo20Ni62,Ni,0,1,0
C0Nb80Si20,Nb,0,1,1
C1Nb80Si19,Nb,0,1,1
C2Nb80Si18,Nb,0,1,1
C4Nb80Si16,Nb,0,1,1
C4Nb80Si16,Nb,0,1,1
C6Nb80Si14,Nb,0,1,1
C8Nb80Si12,Nb,0,1,1
C8Nb80Si12,Nb,0,1,1
C12.5Ni65Si22.5,Ni,0,1,1
C12.5Ni67.5Si20,Ni,0,1,1
C15Ni67.5Si17.5,Ni,0,1,1
C17.5Ni67.5Si15,Ni,0,1,1
C0Ni80Si20,Ni,0,1,0
C0Ni85Si15,Ni,0,1,0
C0Ni90Si10,Ni,0,1,0
C0Ni95Si5,Ni,0,1,0
C0Ni1Si0,Ni,0,1,0
C5Ni70Si25,Ni,0,1,0
C5Ni75Si20,Ni,0,1,0
C5Ni80Si15,Ni,0,1,0
C5Ni85Si10,Ni,0,1,0
C5Ni90Si5,Ni,0,1,0
C5Ni95Si0,Ni,0,1,0
C10Ni65Si25,Ni,0,1,0
C10Ni67.5Si22.5,Ni,0,1,0
C10Ni70Si20,Ni,0,1,0
C10Ni75Si15,Ni,0,1,0
C10Ni80Si10,Ni,0,1,0
C10Ni85Si5,Ni,0,1,0
C10Ni90Si0,Ni,0,1,0
C12.5Ni67.5Si20,Ni,0,1,0
C15Ni67.5Si17.5,Ni,0,1,0
C15Ni70Si15,Ni,0,1,0
C15Ni75Si10,Ni,0,1,0
C15Ni80Si5,Ni,0,1,0
C15Ni85Si0,Ni,0,1,0
C20Ni70Si10,Ni,0,1,0
C20Ni75Si5,Ni,0,1,0
C20Ni80Si0,Ni,0,1,0
C0Si13Zr87,Zr,0,1,0
C0Si15Zr85,Zr,0,1,0
C0Si17Zr83,Zr,0,1,0
C3Si12Zr85,Zr,0,1,0
Ca0Cu27La73,La,0,1,1
Ca0Cu37La63,La,0,1,1
Ca1Cu27.5La71.5,La,0,1,1
Ca1Cu37.5La61.5,La,0,1,1
Ca1.5Cu27.5La71,La,0,1,1
Ca2Cu28La70,La,0,1,1
Ca2Cu37.5La60.5,La,0,1,1
Ca3Cu28.5La68.5,La,0,1,1
Ca3Cu37.5La59.5,La,0,1,1
Ca4Cu29La67,La,0,1,1
Ca4Cu37.5La58.5,La,0,1,1
Ca5Cu30La65,La,0,1,1
Ca5Cu37.5La57.5,La,0,1,1
Ca6Cu31La63,La,0,1,1
Ca6.5Cu37La56.5,La,0,1,1
Ca7Cu32La61,La,0,1,1
Ca7.5Cu36La56.5,La,0,1,1
Ca8Cu32.5La59.5,La,0,1,1
Ca8.5Cu33La58.5,La,0,1,1
Ca8.5Cu35La56.5,La,0,1,1
Ca9Cu33.5La57.5,La,0,1,1
Ca25Cu30Mg45,Mg,0,1,1
Ca50Cu20Mg30,Ca,0,1,1
Ca70Cu0Mg30,Ca,0,1,1
Ca70Cu10Mg20,Ca,0,1,1
Ca70Cu20Mg10,Ca,0,1,1
Ca70Cu30Mg0,Ca,0,1,1
Ca75Cu10Mg15,Ca,0,1,1
Ca7.5Cu5Mg87.5,Mg,0,1,1
Ca7.5Cu10Mg82.5,Mg,0,1,1
Ca5Cu10Mg85,Mg,0,1,0
Ca11Cu0Mg89,Mg,0,1,0
Ca5Cu5Mg90,Mg,0,1,0
Ca7.5Cu0Mg92.5,Mg,0,1,0
Ca60Ga0Mg40,Ca,0,1,1
Ca60Ga5Mg35,Ca,0,1,1
Ca60Ga10Mg30,Ca,0,1,1
Ca60Ga20Mg20,Ca,0,1,1
Ca60Ga30Mg10,Ca,0,1,1
Ca10Mg80Zn10,Mg,0,1,1
Ca10Mg85Zn5,Mg,0,1,1
Ca5Mg85Zn10,Mg,0,1,0
Ca7.5Mg82.5Zn10,Mg,0,1,0
Ca7.5Mg87.5Zn5,Mg,0,1,0
Ca10Mg90Zn0,Mg,0,1,0
Ca5Mg90Zn5,Mg,0,1,0
Ca7.5Mg92.5Zn0,Mg,0,1,0
Ce0Cu20Mg80,Mg,0,1,1
Ce0Cu30Mg70,Mg,0,1,1
Ce0Cu40Mg60,Mg,0,1,1
Ce5Cu10Mg85,Mg,0,1,1
Ce5Cu15Mg80,Mg,0,1,1
Ce5Cu20Mg75,Mg,0,1,1
Ce5Cu25Mg70,Mg,0,1,1
Ce5Cu30Mg65,Mg,0,1,1
Ce10Cu10Mg80,Mg,0,1,1
Ce10Cu15Mg75,Mg,0,1,1
Ce10Cu20Mg70,Mg,0,1,1
Ce10Cu25Mg65,Mg,0,1,1
Ce15Cu15Mg70,Mg,0,1,1
Ce15Cu20Mg65,Mg,0,1,1
Ce0Cu15Mg85,Mg,0,1,0
Ce15Cu25Mg60,Mg,0,1,0
Ce20Cu20Mg60,Mg,0,1,0
Ce0Cu10Mg90,Mg,0,1,0
Ce5Cu5Mg90,Mg,0,1,0
Ce10Cu5Mg85,Mg,0,1,0
Ce15Cu5Mg80,Mg,0,1,0
Ce15Cu10Mg75,Mg,0,1,0
Ce20Cu5Mg75,Mg,0,1,0
Ce20Cu10Mg70,Mg,0,1,0
Ce20Cu15Mg65,Mg,0,1,0
Ce20Cu25Mg55,Mg,0,1,0
Ce25Cu25Mg50,Mg,0,1,0
Ce5Mg75Ni20,Mg,0,1,1
Ce5Mg85Ni10,Mg,0,1,1
Ce10Mg60Ni30,Mg,0,1,1
Ce10Mg70Ni20,Mg,0,1,1
Ce10Mg72Ni18,Mg,0,1,1
Ce10Mg75Ni15,Mg,0,1,1
Ce10Mg80Ni10,Mg,0,1,1
Ce10Mg85Ni5,Mg,0,1,1
Ce15Mg75Ni10,Mg,0,1,1
Ce20Mg50Ni30,Mg,0,1,1
Ce20Mg60Ni20,Mg,0,1,1
Ce0Mg80Ni20,Mg,0,1,1
Ce0Mg85Ni15,Mg,0,1,1
Ce0Mg90Ni10,Mg,0,1,1
Ce5Mg75Ni20,Mg,0,1,1
Ce5Mg85Ni10,Mg,0,1,1
Ce10Mg60Ni30,Mg,0,1,1
Ce10Mg70Ni20,Mg,0,1,1
Ce10Mg72Ni18,Mg,0,1,1
Ce10Mg75Ni15,Mg,0,1,1
Ce10Mg80Ni10,Mg,0,1,1
Ce10Mg85Ni5,Mg,0,1,1
Ce15Mg75Ni10,Mg,0,1,1
Ce20Mg50Ni30,Mg,0,1,1
Ce20Mg60Ni20,Mg,0,1,1
Ce5Mg90Ni5,Mg,0,1,0
Ce20Mg40Ni40,Mg,0,1,0
Ce20Mg70Ni10,Mg,0,1,0
Ce30Mg40Ni30,Mg,0,1,0
Ce0Mg70Ni30,Mg,0,1,0
Ce10Mg90Ni0,Mg,0,1,0
Ce10Mg80Ni10,Mg,0,1,1
Ce3Mg85Zn12,Mg,0,1,1
Co70Cr10P20,Co,0,1,1
Co66Cr18Zr16,Co,0,1,1
Co67.5Cr16Zr16.5,Co,0,1,1
Co69Cr14Zr17,Co,0,1,1
Co71Cr12Zr17,Co,0,1,1
Co72.5Cr10Zr17.5,Co,0,1,1
Co72.8Cr20Zr7.2,Co,0,1,1
Co74.5Cr8Zr17.5,Co,0,1,1
Co75Cr18Zr7,Co,0,1,1
Co76.5Cr6Zr17.5,Co,0,1,1
Co77.5Cr16Zr6.5,Co,0,1,1
Co78.5Cr4Zr17.5,Co,0,1,1
Co80Cr14Zr6,Co,0,1,1
Co81Cr2Zr17,Co,0,1,1
Co82Cr12Zr6,Co,0,1,1
Co84Cr0Zr16,Co,0,1,1
Co84Cr10Zr6,Co,0,1,1
Co85.5Cr8Zr6.5,Co,0,1,1
Co87.2Cr6Zr6.8,Co,0,1,1
Co88.5Cr4Zr7.5,Co,0,1,1
Co89.7Cr2Zr8.3,Co,0,1,1
Co91Cr0Zr9,Co,0,1,1
Co60Cr30Zr10,Co,0,1,1
Co65Cr25Zr10,Co,0,1,1
Co70Cr20Zr10,Co,0,1,1
Co75Cr15Zr10,Co,0,1,1
Co80Cr10Zr10,Co,0,1,1
Co85Cr5Zr10,Co,0,1,1
Co90Cr0Zr10,Co,0,1,1
Co75.4Cr12.6Zr12,Co,0,1,1
Co77Cr11.6Zr11.4,Co,0,1,1
Co78Cr11.2Zr10.8,Co,0,1,1
Co79Cr10.6Zr10.4,Co,0,1,1
Co80Cr10Zr10,Co,0,1,1
Co81.2Cr9.6Zr9.2,Co,0,1,1
Co83.4Cr8.3Zr8.3,Co,0,1,1
Co85Cr5Zr10,Co,0,1,1
Co90Cr0Zr10,Co,0,1,1
Co72.9Cr17.1Zr10,Co,0,1,1
Co0Fe90Zr10,Fe,0,1,1
Co10Fe80Zr10,Fe,0,1,1
Co18Fe72Zr10,Fe,0,1,1
Co30Fe60Zr10,Fe,0,1,1
Co45Fe45Zr10,Co,0,1,1
Co60Fe30Zr10,Co,0,1,1
Co72Fe18Zr10,Co,0,1,1
Co0Fe90Zr10,Fe,0,1,1
Co9Fe81Zr10,Fe,0,1,1
Co18Fe72Zr10,Fe,0,1,1
Co27Fe63Zr10,Fe,0,1,1
Co36Fe54Zr10,Fe,0,1,1
Co54Fe36Zr10,Co,0,1,1
Co72Fe18Zr10,Co,0,1,1
Co90Fe0Zr10,Co,0,1,1
Co0Fe90Zr10,Fe,0,1,1
Co4Fe86Zr10,Fe,0,1,1
Co10Fe80Zr10,Fe,0,1,1
Co20Fe70Zr10,Fe,0,1,1
Co30Fe60Zr10,Fe,0,1,1
Co40Fe50Zr10,Fe,0,1,1
Co50Fe40Zr10,Co,0,1,1
Co60Fe30Zr10,Co,0,1,1
Co70Fe20Zr10,Co,0,1,1
Co80Fe10Zr10,Co,0,1,1
Co85Fe5Zr10,Co,0,1,1
Co90Fe0Zr10,Co,0,1,1
Co80Fe10Zr10,Co,0,1,1
Co85Fe5Zr10,Co,0,1,1
Co90Fe0Zr10,Co,0,1,1
Co0Fe90Zr10,Fe,0,1,1
Co4Fe86Zr10,Fe,0,1,1
Co10Fe80Zr10,Fe,0,1,1
Co30Fe60Zr10,Fe,0,1,1
Co60Fe30Zr10,Co,0,1,1
Co90Fe0Zr10,Co,0,1,1
Co72Fe18Zr10,Co,0,1,1
Co0Fe30Zr70,Zr,0,1,1
Co0Fe91Zr9,Fe,0,1,1
Co30Fe0Zr70,Zr,0,1,1
Co55Fe0Zr45,Co,0,1,1
Co85Fe0Zr15,Co,0,1,1
Co0Fe90Zr10,Fe,0,1,1
Co9Fe81Zr10,Fe,0,1,1
Co22.5Fe67.5Zr10,Fe,0,1,1
Co45Fe45Zr10,Co,0,1,1
Co67.5Fe22.5Zr10,Co,0,1,1
Co90Fe0Zr10,Co,0,1,1
Co0Fe90Zr10,Fe,0,1,1
Co4Fe86Zr10,Fe,0,1,1
Co10Fe80Zr10,Fe,0,1,1
Co20Fe70Zr10,Fe,0,1,1
Co30Fe60Zr10,Fe,0,1,1
Co40Fe50Zr10,Fe,0,1,1
Co10Fe80Zr10,Fe,0,1,1
Co40Fe50Zr10,Fe,0,1,1
Co70.6Gd14Mo15.4,Co,0,1,1
Co72.8Gd19.4Mo7.8,Co,0,1,1
Co73Gd12.9Mo14.1,Co,0,1,1
Co75.6Gd8.4Mo16,Co,0,1,1
Co30Hf67P3,Hf,0,1,1
Co33Hf67P0,Hf,0,1,1
Co24Hf67Si9,Hf,0,1,1
Co33Hf67Si0,Hf,0,1,1
Co0Mn90Zr10,Mn,0,1,1
Co2Mn88Zr10,Mn,0,1,1
Co5Mn85Zr10,Mn,0,1,1
Co10Mn80Zr10,Mn,0,1,1
Co65.5Mo20Zr14.5,Co,0,1,1
Co67Mo18Zr15,Co,0,1,1
Co68.6Mo16Zr15.4,Co,0,1,1
Co70.3Mo14Zr15.7,Co,0,1,1
Co72Mo12Zr16,Co,0,1,1
Co74Mo10Zr16,Co,0,1,1
Co74.8Mo20Zr5.2,Co,0,1,1
Co75.7Mo8Zr16.3,Co,0,1,1
Co77Mo18Zr5,Co,0,1,1
Co77.5Mo6Zr16.5,Co,0,1,1
Co79Mo16Zr5,Co,0,1,1
Co79.7Mo4Zr16.3,Co,0,1,1
Co81Mo14Zr5,Co,0,1,1
Co82Mo2Zr16,Co,0,1,1
Co83Mo12Zr5,Co,0,1,1
Co84Mo0Zr16,Co,0,1,1
Co84.8Mo10Zr5.2,Co,0,1,1
Co86.5Mo8Zr5.5,Co,0,1,1
Co88Mo6Zr6,Co,0,1,1
Co89Mo4Zr7,Co,0,1,1
Co90Mo2Zr8,Co,0,1,1
Co91Mo0Zr9,Co,0,1,1
Co80Mo9.5Zr10.5,Co,0,1,1
Co74.5Mo13Zr12.5,Co,0,1,1
Co78Mo10.8Zr11.2,Co,0,1,1
Co79.5Mo10Zr10.5,Co,0,1,1
Co80Mo10Zr10,Co,0,1,1
Co81.6Mo9Zr9.4,Co,0,1,1
Co82.4Mo8.6Zr9,Co,0,1,1
Co85Mo5Zr10,Co,0,1,1
Co86.2Mo6.4Zr7.4,Co,0,1,1
Co90Mo0Zr10,Co,0,1,1
Co2Ni77P21,Ni,0,1,1
Co2Ni78.5P19.5,Ni,0,1,1
Co2Ni80P18,Ni,0,1,1
Co3.5Ni75.5P21,Ni,0,1,1
Co3.5Ni77P19.5,Ni,0,1,1
Co3.5Ni78.5P18,Ni,0,1,1
Co5Ni74P21,Ni,0,1,1
Co5Ni75.5P19.5,Ni,0,1,1
Co5Ni77P18,Ni,0,1,1
Co7Ni72P21,Ni,0,1,1
Co7Ni73.5P19.5,Ni,0,1,1
Co7Ni75P18,Ni,0,1,1
Co9Ni72P19,Ni,0,1,1
Co2Ni76P22,Ni,0,1,0
Co2Ni81P17,Ni,0,1,0
Co3.5Ni74.5P22,Ni,0,1,0
Co3.5Ni79.5P17,Ni,0,1,0
Co5Ni73P22,Ni,0,1,0
Co5Ni78P17,Ni,0,1,0
Co7Ni71P22,Ni,0,1,0
Co7Ni76P17,Ni,0,1,0
Co9Ni69.5P21.5,Ni,0,1,0
Co9Ni74P17,Ni,0,1,0
Co10Ni68.5P21.5,Ni,0,1,0
Co10Ni71P19,Ni,0,1,0
Co10Ni73P17,Ni,0,1,0
Co12.5Ni66P21.5,Ni,0,1,0
Co12.5Ni68.5P19,Ni,0,1,0
Co12.5Ni70.5P17,Ni,0,1,0
Co14Ni64.5P21.5,Ni,0,1,0
Co14Ni67P19,Ni,0,1,0
Co14Ni69P17,Ni,0,1,0
Co16Ni65P19,Ni,0,1,0
Co0Ni50Ta50,Ni,0,1,1
Co10Ni40Ta50,Ta,0,1,1
Co80Ni10Zr10,Co,0,1,1
Co85Ni5Zr10,Co,0,1,1
Co88Ni2Zr10,Co,0,1,1
Co90Ni0Zr10,Co,0,1,1
Co30Ni20Zr50,Zr,0,1,1
Co0Ni33Zr67,Zr,0,1,1
Co33Ni0.05Zr66.95,Zr,0,1,1
Co33Ni0.1Zr66.9,Zr,0,1,1
Co33Ni0.15Zr66.85,Zr,0,1,1
Co33Ni0.2Zr66.8,Zr,0,1,1
Co15Ni28.05Zr56.95,Zr,0,1,1
Co5Ni31.35Zr63.65,Zr,0,1,1
Co10Ni29.7Zr60.3,Zr,0,1,1
Co15Ni28.05Zr56.95,Zr,0,1,1
Co20Ni26.4Zr53.6,Zr,0,1,1
Co22P11Zr67,Zr,0,1,1
Co28P5Zr67,Zr,0,1,1
Co33P0Zr67,Zr,0,1,1
Co1.7Pd81.8Si16.5,Pd,0,1,1
Co4.2Pd79.3Si16.5,Pd,0,1,1
Co6.7Pd76.8Si16.5,Pd,0,1,1
Co10Pd73.5Si16.5,Pd,0,1,1
Co12.5Pd71Si16.5,Pd,0,1,1
Co15Pd68.5Si16.5,Pd,0,1,1
Co20.9Pd62.6Si16.5,Pd,0,1,0
Co10Pd70Si20,Pd,0,1,1
Co25Pd10Zr65,Zr,0,1,1
Co30Pd5Zr65,Zr,0,1,1
Co34Pd1Zr65,Zr,0,1,1
Co54Pd1Zr45,Co,0,1,1
Co85Si5Zr10,Co,0,1,1
Co88Si2Zr10,Co,0,1,1
Co90Si0Zr10,Co,0,1,1
Co66V20Zr14,Co,0,1,1
Co67.5V18Zr14.5,Co,0,1,1
Co69.2V16Zr14.8,Co,0,1,1
Co71V14Zr15,Co,0,1,1
Co72.5V20Zr7.5,Co,0,1,1
Co72.8V12Zr15.2,Co,0,1,1
Co74.5V10Zr15.5,Co,0,1,1
Co75V18Zr7,Co,0,1,1
Co76.3V8Zr15.7,Co,0,1,1
Co77.2V16Zr6.8,Co,0,1,1
Co78V6Zr16,Co,0,1,1
Co79.5V14Zr6.5,Co,0,1,1
Co80V4Zr16,Co,0,1,1
Co81.5V12Zr6.5,Co,0,1,1
Co82V2Zr16,Co,0,1,1
Co83.5V10Zr6.5,Co,0,1,1
Co84V0Zr16,Co,0,1,1
Co85V8Zr7,Co,0,1,1
Co86.5V6Zr7.5,Co,0,1,1
Co88V4Zr8,Co,0,1,1
Co89.5V2Zr8.5,Co,0,1,1
Co91V0Zr9,Co,0,1,1
Co75.8V12Zr12.2,Co,0,1,1
Co79.2V10.6Zr10.2,Co,0,1,1
Co80V10Zr10,Co,0,1,1
Co80V10Zr10,Co,0,1,1
Co81.8V9Zr9.2,Co,0,1,1
Co84V8Zr8,Co,0,1,1
Co85V5Zr10,Co,0,1,1
Co90V0Zr10,Co,0,1,1
Co74W12Zr14,Co,0,1,1
Co74W13Zr13,Co,0,1,1
Co74.5W14Zr11.5,Co,0,1,1
Co75W10Zr15,Co,0,1,1
Co76.4W8Zr15.6,Co,0,1,1
Co77W14Zr9,Co,0,1,1
Co78.2W6Zr15.8,Co,0,1,1
Co79.5W13Zr7.5,Co,0,1,1
Co80W4Zr16,Co,0,1,1
Co82W2Zr16,Co,0,1,1
Co82W12Zr6,Co,0,1,1
Co84W0Zr16,Co,0,1,1
Co84.8W10Zr5.2,Co,0,1,1
Co86.8W8Zr5.2,Co,0,1,1
Co88.5W6Zr5.5,Co,0,1,1
Co89.8W4Zr6.2,Co,0,1,1
Co90.2W2Zr7.8,Co,0,1,1
Co91W0Zr9,Co,0,1,1
Co78W8Zr14,Co,0,1,1
Co80W10Zr10,Co,0,1,1
Co80.5W7Zr12.5,Co,0,1,1
Co82.2W6.6Zr11.2,Co,0,1,1
Co84W6Zr10,Co,0,1,1
Co85W5Zr10,Co,0,1,1
Co85.5W5Zr9.5,Co,0,1,1
Co90W0Zr10,Co,0,1,1
Cr0Fe80P20,Fe,0,1,1
Cr2Fe78P20,Fe,0,1,1
Cr4Fe76P20,Fe,0,1,1
Cr6Fe74P20,Fe,0,1,1
Cr8Fe72P20,Fe,0,1,1
Cr7Fe76P17,Fe,0,1,1
Cr73Fe10P17,Cr,0,1,1
Cr74Fe9P17,Cr,0,1,1
Cr23Fe55P22,Fe,0,1,1
Cr24Fe56.5P19.5,Fe,0,1,1
Cr25Fe57.5P17.5,Fe,0,1,1
Cr26Fe59.5P14.5,Fe,0,1,1
Cr26Fe60.5P13.5,Fe,0,1,1
Cr8Fe72P20,Fe,0,1,1
Cr0Fe90Zr10,Fe,0,1,1
Cr4Fe86Zr10,Fe,0,1,1
Cr6Fe84Zr10,Fe,0,1,1
Cr8Fe82Zr10,Fe,0,1,1
Cr10Fe80Zr10,Fe,0,1,1
Cr15Fe75Zr10,Fe,0,1,1
Cr17Fe73Zr10,Fe,0,1,1
Cr20Fe70Zr10,Fe,0,1,1
Cr25Fe65Zr10,Fe,0,1,1
Cr2Fe88Zr10,Fe,0,1,1
Cr4Fe86Zr10,Fe,0,1,1
Cr7Fe83Zr10,Fe,0,1,1
Cr10Fe80Zr10,Fe,0,1,1
Cr0Ni80P20,Ni,0,1,1
Cr3Ni77P20,Ni,0,1,1
Cr5Ni75P20,Ni,0,1,1
Cr10Ni70P20,Ni,0,1,1
Cr20Ni60P20,Ni,0,1,1
Cr0Ni80P20,Ni,0,1,1
Cr3Ni77P20,Ni,0,1,1
Cr5Ni75P20,Ni,0,1,1
Cr10Ni70P20,Ni,0,1,1
Cr15Ni65P20,Ni,0,1,1
Cr20Ni60P20,Ni,0,1,1
Cr0Ni82P18,Ni,0,1,1
Cr5Ni75P20,Ni,0,1,1
Cr7Ni73P20,Ni,0,1,1
Cr10Ni70P20,Ni,0,1,1
Cr18Ni62P20,Ni,0,1,1
Cr0Ni81P19,Ni,0,1,1
Cr43.5Ni40.5P16,Cr,0,1,1
Cr55.93Ni28.93P15.14,Cr,0,1,1
Cr58Ni27P15,Cr,0,1,1
Cr59.81Ni25.31P14.88,Cr,0,1,1
Cr69.6Ni16.2P14.2,Cr,0,1,0
Cr72.5Ni13.5P14,Cr,0,1,0
Cr87Ni0P13,Cr,0,1,0
Cr0Ni81P19,Ni,0,1,1
Cr5Ni76P19,Ni,0,1,1
Cr10Ni71P19,Ni,0,1,1
Cr15Ni66P19,Ni,0,1,1
Cr20Ni61P19,Ni,0,1,1
Cr25Ni56P19,Ni,0,1,1
Cr30Ni51P19,Ni,0,1,1
Cr14Ni68P18,Ni,0,1,1
Cr40Ni40P20,Cr,0,1,1
Cr50Ni30P20,Cr,0,1,1
Cr60Ni20P20,Cr,0,1,1
Cr80Ni0P20,Cr,0,1,0
Cr70Ni10P20,Cr,0,1,0
Cr0Ni33Zr67,Zr,0,1,1
Cr33Ni0.05Zr66.95,Zr,0,1,1
Cr33Ni0.1Zr66.9,Zr,0,1,1
Cr33Ni0.15Zr66.85,Zr,0,1,1
Cr33Ni0.2Zr66.8,Zr,0,1,1
Cr15Ni28.05Zr56.95,Zr,0,1,1
Cr5Ni31.35Zr63.65,Zr,0,1,1
Cr10Ni29.7Zr60.3,Zr,0,1,1
Cr15Ni28.05Zr56.95,Zr,0,1,1
Cr20Ni26.4Zr53.6,Zr,0,1,1
Cr0Ni60Zr40,Ni,0,1,1
Cr5Ni55Zr40,Ni,0,1,1
Cr10Ni50Zr40,Ni,0,1,1
Cr15Ni15Zr70,Zr,0,1,1
Cr15Ni25Zr60,Zr,0,1,1
Cr15Ni35Zr50,Zr,0,1,1
Cr15Ni45Zr40,Ni,0,1,1
Cr0Pd80Si20,Pd,0,1,1
Cr0.5Pd79.5Si20,Pd,0,1,1
Cr1Pd79Si20,Pd,0,1,1
Cr2Pd78Si20,Pd,0,1,1
Cr3Pd77Si20,Pd,0,1,1
Cr4Pd76Si20,Pd,0,1,1
Cr5Pd75Si20,Pd,0,1,1
Cr6Pd74Si20,Pd,0,1,1
Cr7Pd73Si20,Pd,0,1,1
Cr0Si15Zr85,Zr,0,1,1
Cr10Si15Zr75,Zr,0,1,1
Cr20Si15Zr65,Zr,0,1,1
Cu35Fe5Ti60,Ti,0,1,1
Cu40Fe10Ti50,Ti,0,1,1
Cu45Fe5Ti50,Ti,0,1,1
Cu55Fe5Ti40,Cu,0,1,1
Cu40Fe20Zr40,Cu,0,1,1
Cu50Fe10Zr40,Cu,0,1,1
Cu53Fe7Zr40,Cu,0,1,1
Cu55Fe5Zr40,Cu,0,1,1
Cu57Fe3Zr40,Cu,0,1,1
Cu59Fe1Zr40,Cu,0,1,1
Cu60Fe0Zr40,Cu,0,1,1
Cu38.2Hf28.8Nb33,Cu,0,1,1
Cu39.9Hf30.1Nb30,Cu,0,1,1
Cu42.7Hf32.3Nb25,Cu,0,1,1
Cu45.6Hf34.4Nb20,Cu,0,1,1
Cu48.4Hf36.6Nb15,Cu,0,1,1
Cu51.3Hf38.7Nb10,Cu,0,1,1
Cu54.1Hf40.9Nb5,Cu,0,1,1
Cu56.4Hf42.6Nb1,Cu,0,1,1
Cu57Hf21Nb22,Cu,0,1,1
Cu57Hf23Nb20,Cu,0,1,1
Cu57Hf28Nb15,Cu,0,1,1
Cu57Hf33Nb10,Cu,0,1,1
Cu57Hf38Nb5,Cu,0,1,1
Cu57Hf42Nb1,Cu,0,1,1
Cu0Hf30Ni70,Ni,0,1,1
Cu0Hf40Ni60,Ni,0,1,1
Cu0Hf50Ni50,Hf,0,1,1
Cu0Hf60Ni40,Hf,0,1,1
Cu0Hf70Ni30,Hf,0,1,1
Cu10Hf20Ni70,Ni,0,1,1
Cu10Hf30Ni60,Ni,0,1,1
Cu10Hf40Ni50,Ni,0,1,1
Cu10Hf50Ni40,Hf,0,1,1
Cu10Hf60Ni30,Hf,0,1,1
Cu10Hf70Ni20,Hf,0,1,1
Cu10Hf75Ni15,Hf,0,1,1
Cu15Hf55Ni30,Hf,0,1,1
Cu20Hf20Ni60,Ni,0,1,1
Cu20Hf30Ni50,Ni,0,1,1
Cu20Hf40Ni40,Hf,0,1,1
Cu20Hf50Ni30,Hf,0,1,1
Cu20Hf55Ni25,Hf,0,1,1
Cu20Hf60Ni20,Hf,0,1,1
Cu20Hf65Ni15,Hf,0,1,1
Cu20Hf70Ni10,Hf,0,1,1
Cu25Hf50Ni25,Hf,0,1,1
Cu25Hf55Ni20,Hf,0,1,1
Cu30Hf20Ni50,Ni,0,1,1
Cu30Hf30Ni40,Ni,0,1,1
Cu30Hf40Ni30,Hf,0,1,1
Cu30Hf45Ni25,Hf,0,1,1
Cu30Hf50Ni20,Hf,0,1,1
Cu30Hf55Ni15,Hf,0,1,1
Cu30Hf60Ni10,Hf,0,1,1
Cu30Hf70Ni0,Hf,0,1,1
Cu35Hf45Ni20,Hf,0,1,1
Cu35Hf50Ni15,Hf,0,1,1
Cu40Hf20Ni40,Cu,0,1,1
Cu40Hf30Ni30,Cu,0,1,1
Cu40Hf40Ni20,Cu,0,1,1
Cu40Hf45Ni15,Hf,0,1,1
Cu40Hf50Ni10,Hf,0,1,1
Cu40Hf60Ni0,Hf,0,1,1
Cu50Hf20Ni30,Cu,0,1,1
Cu50Hf30Ni20,Cu,0,1,1
